timestamp,symbol,timeframe,score_long,score_short,score_threshold,score_total_weight,active_total_weight,status
2025-09-28T15:38:43.596774,TRX/USDT,15m,3.07,8.59,15.0,18.0,18.0,NONE
2025-09-28T15:38:44.498750,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:38:44.952002,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:38:45.405972,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:39:37.566823,BTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:39:38.332576,ETH/USDT,15m,6.46,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:39:38.783321,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:39:39.233348,SOL/USDT,15m,10.48,4.56,15.0,18.0,18.0,NONE
2025-09-28T15:39:39.687734,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:39:40.143438,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:39:41.030385,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:39:41.550559,LTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:39:42.229295,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:39:42.681243,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:39:43.128218,DOT/USDT,15m,6.46,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:39:43.582731,TRX/USDT,15m,0.0,11.66,15.0,18.0,18.0,NONE
2025-09-28T15:39:44.038970,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:39:44.490617,ATOM/USDT,15m,8.9,6.88,15.0,18.0,18.0,NONE
2025-09-28T15:39:44.942531,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:40:37.664642,BTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:40:38.332234,ETH/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:39.228422,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:39.898442,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:40:40.350247,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:40:40.806714,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:41.337311,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:41.785700,LTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:40:42.231579,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:40:42.688401,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:40:43.142118,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:43.597290,TRX/USDT,15m,1.27,10.39,15.0,18.0,18.0,NONE
2025-09-28T15:40:44.047610,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:40:44.526035,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:40:44.981280,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:41:37.838202,BTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:41:38.379673,ETH/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:41:38.917058,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:41:39.375153,SOL/USDT,15m,10.48,4.56,15.0,18.0,18.0,NONE
2025-09-28T15:41:40.023599,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:41:40.912271,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:41:41.883230,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:41:42.334697,LTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:41:42.792104,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:41:43.247798,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:41:43.703769,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:41:44.159627,TRX/USDT,15m,0.0,11.66,15.0,18.0,18.0,NONE
2025-09-28T15:41:44.615197,AVAX/USDT,15m,6.46,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:41:45.065142,ATOM/USDT,15m,7.52,8.26,15.0,18.0,18.0,NONE
2025-09-28T15:41:45.518004,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:42:37.685292,BTC/USDT,15m,10.8,3.18,15.0,18.0,18.0,NONE
2025-09-28T15:42:38.569683,ETH/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:39.234365,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:39.885796,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:42:40.553929,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:42:41.241002,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:41.689868,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:42.343611,LTC/USDT,15m,10.8,3.18,15.0,18.0,18.0,NONE
2025-09-28T15:42:42.794898,LINK/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:42:43.247987,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:42:43.922042,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:44.369147,TRX/USDT,15m,0.0,11.66,15.0,18.0,18.0,NONE
2025-09-28T15:42:44.917740,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:42:45.368326,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:42:46.251900,ARB/USDT,15m,2.43,10.39,15.0,18.0,18.0,NONE
2025-09-28T15:43:37.724123,BTC/USDT,15m,10.8,3.18,15.0,18.0,18.0,NONE
2025-09-28T15:43:38.248605,ETH/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:38.708399,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:39.161744,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:43:39.908546,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:43:40.363048,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:41.036716,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:41.687201,LTC/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:43:42.143423,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:43:42.815809,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:43:43.351994,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:43.813079,TRX/USDT,15m,0.0,13.88,15.0,18.0,18.0,NONE
2025-09-28T15:43:44.266525,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:43:44.724025,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:43:45.179782,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:44:37.719429,BTC/USDT,15m,13.98,0.0,15.0,18.0,18.0,NONE
2025-09-28T15:44:38.269341,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:44:38.919235,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:44:39.565337,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:44:40.231676,XRP/USDT,15m,15.04,0.0,15.0,18.0,18.0,NONE
2025-09-28T15:44:40.896932,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:44:41.580617,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:44:42.024567,LTC/USDT,15m,10.8,3.18,15.0,18.0,18.0,NONE
2025-09-28T15:44:42.480190,LINK/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:44:42.933669,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:44:43.383197,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:44:43.835138,TRX/USDT,15m,0.0,13.88,15.0,18.0,18.0,NONE
2025-09-28T15:44:44.281817,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:44:44.734502,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:44:45.187588,ARB/USDT,15m,2.43,10.39,15.0,18.0,18.0,NONE
2025-09-28T15:45:37.787086,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:45:38.263592,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:45:38.716880,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:45:39.406005,SOL/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:45:40.501178,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:45:41.482606,ADA/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:45:41.932528,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:45:42.383067,LTC/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:45:42.839852,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:45:43.530458,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:45:43.977129,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:45:44.431223,TRX/USDT,15m,2.12,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:45:44.876731,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:45:45.327304,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:45:45.784875,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:46:37.832337,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:46:38.286664,ETH/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:46:38.738257,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:46:39.628252,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:46:40.738710,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:46:41.418316,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:46:42.099375,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:46:42.550802,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:46:42.997036,LINK/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:46:43.443304,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:46:43.898134,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:46:44.353247,TRX/USDT,15m,2.12,11.76,15.0,18.0,18.0,NONE
2025-09-28T15:46:44.809105,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:46:45.267922,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:46:45.729005,ARB/USDT,15m,2.43,11.45,15.0,18.0,18.0,NONE
2025-09-28T15:47:37.900314,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:47:38.352157,ETH/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:47:38.805770,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:47:39.259387,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:47:39.711333,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:47:40.164604,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:47:40.623220,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:47:41.326489,LTC/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:47:41.772632,LINK/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:47:42.466044,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:47:42.919979,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:47:43.370019,TRX/USDT,15m,2.12,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:47:43.816008,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:47:44.273919,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:47:44.732639,ARB/USDT,15m,6.14,6.68,15.0,18.0,18.0,NONE
2025-09-28T15:48:37.998755,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:48:38.455265,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:38.899118,BNB/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:39.605396,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:48:40.491462,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:48:41.183920,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:41.702977,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:42.368610,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:42.820766,LINK/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:43.274785,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:48:43.732428,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:44.409132,TRX/USDT,15m,4.45,7.21,15.0,18.0,18.0,NONE
2025-09-28T15:48:44.863458,AVAX/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:45.379281,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:48:45.833809,ARB/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:37.917566,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:49:38.448588,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:38.897455,BNB/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:39.348426,SOL/USDT,15m,11.86,2.12,15.0,18.0,18.0,NONE
2025-09-28T15:49:40.118539,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:49:40.788128,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:41.334677,DOGE/USDT,15m,9.74,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:41.866016,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:42.312342,LINK/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:42.766953,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:49:43.223512,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:43.676924,TRX/USDT,15m,2.12,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:49:44.127870,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:49:44.585904,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:49:45.038013,ARB/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:37.968457,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:50:38.420428,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:38.870449,BNB/USDT,15m,6.36,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:39.486592,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:50:39.937204,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:50:40.482093,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:41.013897,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:50:41.674738,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:42.420944,LINK/USDT,15m,10.58,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:43.094971,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:50:43.711617,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:44.159759,TRX/USDT,15m,2.12,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:50:44.604229,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:50:45.051990,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:50:45.957173,ARB/USDT,15m,7.3,6.68,15.0,18.0,18.0,NONE
2025-09-28T15:51:38.016644,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:51:38.460726,ETH/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:38.916829,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:39.375653,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:51:39.832127,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:51:40.286192,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:51:40.730601,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:41.178700,LTC/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:41.627076,LINK/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:42.076625,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:51:42.527190,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:42.978372,TRX/USDT,15m,2.12,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:51:43.497322,AVAX/USDT,15m,7.62,7.42,15.0,18.0,18.0,NONE
2025-09-28T15:51:44.390451,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:51:44.843107,ARB/USDT,15m,3.49,9.33,15.0,18.0,18.0,NONE
2025-09-28T15:52:38.104346,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:52:38.991012,ETH/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:39.435809,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:39.890662,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:52:40.503229,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:52:40.954267,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:52:41.632542,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:42.292066,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:52:43.379376,LINK/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:43.906288,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:52:44.566051,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:45.012878,TRX/USDT,15m,2.12,11.76,15.0,18.0,18.0,NONE
2025-09-28T15:52:45.462492,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:45.982005,ATOM/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:52:46.442872,ARB/USDT,15m,3.49,10.39,15.0,18.0,18.0,NONE
2025-09-28T15:53:38.081167,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:53:38.745966,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:53:39.288424,BNB/USDT,15m,6.36,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:39.742820,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:53:40.196092,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:53:40.653576,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:53:41.193934,DOGE/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:41.647817,LTC/USDT,15m,8.68,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:42.101661,LINK/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:42.989290,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:53:43.436069,DOT/USDT,15m,7.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:43.885781,TRX/USDT,15m,2.12,11.76,15.0,18.0,18.0,NONE
2025-09-28T15:53:44.399769,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:53:44.851663,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:53:45.300239,ARB/USDT,15m,3.49,9.33,15.0,18.0,18.0,NONE
2025-09-28T15:54:38.129203,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:54:38.892397,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:39.345368,BNB/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:39.790633,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:54:40.475085,XRP/USDT,15m,12.6,2.44,15.0,18.0,18.0,NONE
2025-09-28T15:54:41.150899,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:41.602250,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:42.276419,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:42.974427,LINK/USDT,15m,10.58,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:43.504217,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:54:43.956311,DOT/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:44.498822,TRX/USDT,15m,2.12,11.76,15.0,18.0,18.0,NONE
2025-09-28T15:54:45.138183,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:54:45.687320,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:54:46.130823,ARB/USDT,15m,3.49,9.33,15.0,18.0,18.0,NONE
2025-09-28T15:55:38.514696,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:55:38.959943,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:39.417793,BNB/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:39.966279,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:55:40.414749,XRP/USDT,15m,10.8,4.24,15.0,18.0,18.0,NONE
2025-09-28T15:55:40.862460,ADA/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:41.312219,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:41.753667,LTC/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:42.282854,LINK/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:55:42.740416,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:55:43.198305,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:43.658638,TRX/USDT,15m,3.18,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:55:44.112416,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:55:44.572580,ATOM/USDT,15m,7.52,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:55:45.034358,ARB/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:56:38.288550,BTC/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:56:38.739622,ETH/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:39.188875,BNB/USDT,15m,6.36,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:39.640622,SOL/USDT,15m,10.48,3.5,15.0,18.0,18.0,NONE
2025-09-28T15:56:40.184266,XRP/USDT,15m,12.6,1.38,15.0,18.0,18.0,NONE
2025-09-28T15:56:40.635249,ADA/USDT,15m,10.58,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:41.308276,DOGE/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:41.762135,LTC/USDT,15m,9.74,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:42.685095,LINK/USDT,15m,9.52,6.36,15.0,18.0,18.0,NONE
2025-09-28T15:56:43.139618,MATIC/USDT,15m,5.08,8.8,15.0,18.0,18.0,NONE
2025-09-28T15:56:43.796461,DOT/USDT,15m,8.68,5.3,15.0,18.0,18.0,NONE
2025-09-28T15:56:44.471339,TRX/USDT,15m,3.18,9.54,15.0,18.0,18.0,NONE
2025-09-28T15:56:44.924645,AVAX/USDT,15m,7.62,6.36,15.0,18.0,18.0,NONE
